post_4,arsenal,astonvilla,chelsea,everton,fulham,liverpool,manchestercity,manchesterunited,newcastleunited,norwichcity,queensparkrangers,random,reading,southampton,stokecity,sunderland,swanseacity,tottenhamhotspur,westbromwichalbion,westhamunited,wiganathletic
WN1,0,2,1,3,0,6,5,6,0,0,2,12,0,0,1,1,0,1,2,2,29
WN2,3,2,3,8,1,16,12,11,0,1,3,57,0,0,0,0,0,5,2,6,19
WN3,2,2,6,19,0,12,6,3,2,0,3,53,0,1,1,0,0,2,9,10,19
WN4,2,3,2,18,0,12,8,9,4,0,2,22,1,2,1,0,1,4,2,3,7
WN5,2,2,4,20,1,15,7,5,0,0,2,48,1,1,2,1,0,11,2,10,67
WN6,3,2,6,14,2,15,9,8,1,1,2,30,0,0,3,3,0,3,6,8,19
WN7,5,0,1,14,0,10,15,10,1,0,0,51,0,0,0,0,0,4,2,4,4
WN8,1,1,5,32,0,24,8,5,0,1,4,50,0,0,2,0,0,2,4,3,3
WR1,1,2,5,5,0,3,3,7,1,0,2,34,0,0,0,0,2,0,4,0,0
WR10,0,0,2,1,1,1,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0
WR11,3,5,2,4,0,0,3,3,1,0,3,35,0,0,0,0,0,7,0,4,0
WR12,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
WR13,0,1,1,2,0,3,1,1,0,0,2,15,0,1,0,0,0,1,2,0,1
WR14,2,3,2,5,0,6,7,5,0,1,3,39,0,0,0,0,1,1,5,3,0
WR15,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
WR2,1,3,2,5,1,5,11,3,0,0,3,56,0,1,0,0,0,3,2,3,0
WR3,1,6,1,4,1,5,6,5,0,0,3,41,0,0,0,0,0,3,9,1,0
WR4,1,3,4,11,5,3,11,5,1,2,3,51,0,0,1,0,0,3,5,6,0
WR5,2,4,4,3,1,3,4,3,0,0,0,29,0,0,0,0,0,4,3,4,0
WR6,2,0,0,0,0,2,1,1,0,0,0,6,0,0,0,0,0,3,1,0,0
WR7,1,1,0,3,0,2,0,1,1,0,0,13,0,0,0,0,0,1,3,1,0
WR8,0,1,0,0,0,1,1,2,1,0,1,7,0,0,0,0,0,0,0,0,0
WR9,4,9,4,7,1,5,7,6,0,0,3,39,0,0,0,0,2,3,10,9,0
WS1,2,5,4,3,1,6,3,5,2,0,1,22,0,0,0,0,0,2,4,1,0
WS10,1,3,3,4,3,3,5,4,1,1,2,30,0,0,0,0,1,1,11,5,0
WS11,3,4,0,6,1,6,2,2,0,0,1,35,0,0,0,1,0,0,6,1,0
WS12,1,5,1,4,0,6,8,4,2,1,1,39,0,1,3,0,0,1,3,2,0
WS13,2,6,0,3,2,5,7,0,1,1,2,38,0,0,0,0,0,1,1,3,0
WS14,0,1,0,1,0,3,3,0,0,0,0,18,0,0,1,0,0,0,2,0,0
WS15,1,10,3,4,0,3,5,6,1,1,1,27,0,0,4,0,0,5,7,2,0
WS2,5,3,1,6,0,6,3,5,1,1,1,23,0,0,0,0,0,4,10,6,0
WS3,3,7,2,10,1,6,5,8,3,2,0,58,0,0,0,0,0,1,6,6,0
WS4,2,1,0,1,0,5,3,0,2,0,0,13,0,0,1,0,1,0,2,0,0
WS5,3,2,2,2,0,2,2,1,0,0,0,12,0,0,0,0,0,0,1,0,0
WS6,0,4,1,1,0,4,1,2,1,1,0,16,0,0,0,0,0,1,2,1,0
WS7,2,2,1,4,1,4,4,2,0,0,4,17,0,1,2,1,0,1,3,2,0
WS8,1,4,1,1,0,2,0,0,0,1,2,7,0,0,0,0,0,0,3,1,0
WS9,0,3,2,4,1,2,4,0,1,0,0,16,0,0,0,0,0,0,2,1,0
WV1,9,7,5,11,10,11,15,10,2,1,7,122,0,0,2,0,0,5,9,8,0
WV10,3,3,3,6,1,1,10,8,0,3,4,42,0,0,0,2,0,5,4,2,1
WV11,2,1,2,6,0,4,5,1,1,0,0,25,0,1,0,0,0,0,9,3,0
WV12,1,1,0,2,1,2,3,2,1,0,0,19,0,0,1,1,0,0,2,6,0
WV13,0,1,2,3,1,3,3,3,0,0,0,17,1,0,0,0,0,2,3,0,0
WV14,1,5,0,4,0,5,5,4,0,1,0,19,1,0,0,0,0,1,7,4,0
WV15,0,0,1,0,0,1,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0
WV16,1,0,0,1,0,0,2,0,0,0,0,12,0,0,0,0,0,1,1,4,0
WV2,1,0,0,1,0,2,2,2,0,0,1,9,0,0,0,0,0,1,2,2,0
WV3,2,2,1,5,4,2,5,2,0,0,1,31,0,0,0,0,1,2,4,1,0
WV4,2,2,2,4,3,4,6,2,0,0,1,21,0,0,0,1,0,1,5,4,0
WV5,2,3,0,0,2,0,2,0,1,0,0,5,0,0,0,0,0,0,3,0,0
WV6,3,3,0,2,0,4,5,2,1,0,0,28,0,0,0,0,2,2,3,3,0
WV7,0,0,0,3,0,3,1,1,0,0,0,10,0,0,0,1,0,0,2,1,0
WV8,0,2,1,0,0,0,1,1,0,0,1,8,0,0,2,0,0,1,1,0,0
WV9,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,2,0,0
YO1,2,0,0,5,0,3,1,4,1,0,2,35,0,0,3,0,0,3,2,0,0
YO10,0,0,2,2,2,1,1,1,3,0,0,44,0,0,0,1,0,3,0,2,0
YO11,0,0,0,3,0,2,2,1,2,1,2,26,0,0,0,0,0,0,0,2,0
YO12,2,0,3,4,0,4,6,1,3,1,5,37,0,1,0,0,0,1,2,2,0
YO13,1,1,0,1,0,1,2,1,1,0,0,11,0,0,0,0,0,0,0,0,0
YO14,0,0,1,0,0,0,1,0,1,0,0,11,0,0,0,0,0,1,0,1,0
YO15,0,2,1,1,0,1,0,1,0,0,0,7,0,0,0,0,0,1,1,1,1
YO16,1,0,2,2,0,7,4,3,2,0,0,14,0,0,0,0,0,0,0,2,0
YO17,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0
YO18,0,0,1,1,0,0,0,1,1,0,1,4,0,0,0,1,0,0,0,0,0
YO19,1,0,1,3,1,2,2,1,0,1,1,10,0,1,0,1,0,1,0,2,0
YO21,1,1,1,1,0,1,2,1,1,0,1,15,0,1,0,2,0,0,0,1,0
YO22,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
YO23,0,0,2,3,0,2,3,0,2,0,0,13,0,0,0,0,0,1,1,1,0
YO24,1,0,2,3,0,3,5,3,2,1,1,24,0,0,1,1,0,1,2,1,0
YO25,1,0,2,2,0,2,5,2,0,0,1,19,0,0,0,1,0,1,1,5,0
YO26,4,0,2,7,0,3,6,4,3,2,2,21,0,0,0,1,0,1,2,2,0
YO30,1,2,0,2,0,4,3,0,2,3,1,25,0,0,1,0,0,5,0,3,0
YO31,3,2,2,5,0,10,8,8,2,0,3,85,0,1,0,3,0,3,2,2,0
YO32,1,0,0,1,0,3,6,2,1,0,1,28,0,0,0,0,0,1,1,1,0
YO41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
YO42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
YO43,0,0,1,1,0,0,2,1,1,1,0,10,0,0,0,0,0,0,0,0,0
YO51,1,0,0,1,0,1,1,2,1,0,2,13,0,0,0,0,0,1,1,1,0
YO60,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
YO61,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,1,1,0,0
YO62,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
YO7,0,1,1,1,1,1,2,2,1,1,2,15,0,0,1,1,0,2,0,3,0
YO8,5,2,1,10,1,8,10,6,5,1,2,41,0,3,1,1,0,7,3,4,0
ZE1,0,0,0,0,0,1,1,1,0,0,0,11,0,0,0,0,0,0,1,0,0
ZE2,0,0,1,1,0,1,0,2,0,2,0,11,0,0,0,0,0,0,0,0,0
ZE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
